Codi_centre;Denominació_completa;Adreça;Codi_postal;Telèfon;Codi_delegació;Nom_delegació;Codi_comarca;Nom_comarca;Codi_municipi;Nom_municipi;E-mail_centre
8022410;Escolàpies Olesa de Montserrat;c. Paula Montalt, 6;8640;937780296;308;Baix Llobregat;11;Baix Llobregat;8147;Olesa de Montserrat;a8022410@xtec.cat
8022422;Povill;pl. Joan Povill, 10-11;8640;937780016;308;Baix Llobregat;11;Baix Llobregat;8147;Olesa de Montserrat;a8022422@xtec.cat
8022461;Escola Sant Bernat;c. Lluís companys, 2;8640;937780985;308;Baix Llobregat;11;Baix Llobregat;8147;Olesa de Montserrat;a8022461@xtec.cat
8022495;Escola Terra Nostra;av. de l'Esport, 1;8516;938880941;1060;Catalunya Central;24;Osona;8149;Olost;a8022495@xtec.cat
8022549;Escola Llevant - ZER Gavarresa;pl. Catalunya, s/n;8518;938128036;1060;Catalunya Central;24;Osona;8151;Oristà;a8022549@xtec.cat
8022574;Escola Òrrius;Camí Can Prat, s/n;8317;937970006;508;Maresme - Vallès Oriental;21;Maresme;8153;Òrrius;a8022574@xtec.cat
8022586;Escola El Drac;av. Diputació, 11;8796;938171197;1260;Penedès;3;Alt Penedès;8154;Pacs del Penedès;a8022586@xtec.cat
8022598;Escola Les Ferreries de Palafolls;rbla. Ferreries, s/n;8389;937620225;508;Maresme - Vallès Oriental;21;Maresme;8155;Palafolls;a8022598@xtec.cat
8022616;Escola Josep Maria Folch i Torres;c. Folch i Torras, 30;8184;938648885;408;Vallès Occidental;40;Vallès Occident;8156;Palau-solità i Plegamans;a8022616@xtec.cat
8022628;Marinada;c. Sant Miquel, 42-44;8184;938648853;408;Vallès Occidental;40;Vallès Occident;8156;Palau-solità i Plegamans;a8022628@xtec.cat
8022665;Escola Àngel Guimerà;c. Rosa Sensat, 1;8780;936630061;308;Baix Llobregat;11;Baix Llobregat;8157;Pallejà;a8022665@xtec.cat
8022677;Escola Jacint Verdaguer;c. Ramon Llul, 1;8780;936630274;308;Baix Llobregat;11;Baix Llobregat;8157;Pallejà;a8022677@xtec.cat
8022689;Escola Pau Vila;pl. Dr. Barberà, s/n;8754;936730022;308;Baix Llobregat;11;Baix Llobregat;8158;El Papiol;a8022689@xtec.cat
8022690;Escola Lluís Piquer;av. Francesc Macià, 2;8150;935621603;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8022690@xtec.cat
8022707;Escola Pompeu Fabra;c. La Salut, 38-42;8150;935620616;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8022707@xtec.cat
8022719;Nostra Senyora de Montserrat;c. Sant Gaietà, 10;8150;935620356;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8022719@xtec.cat
8022720;Escola Municipal Pau Vila;av. Pedra del Diable, s/n;8150;935621203;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8022720@xtec.cat
8022732;Acesco;c. Bailèn, 6;8150;935621624;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8022732@xtec.cat
8022768;Escola Herois del Bruc;c. Pompeu Fabra, 19;8784;937760951;1260;Penedès;6;Anoia;8161;Piera;a8022768@xtec.cat
8022771;Apiària;c. La Plana, 2-4;8784;937761070;1260;Penedès;6;Anoia;8161;Piera;a8022771@xtec.cat
8022801;Escola Antoni Doltra;c. Narcis Monturiol, 55;8397;937671460;508;Maresme - Vallès Oriental;21;Maresme;8163;Pineda de Mar;a8022801@xtec.cat
8022811;FEDAC-Pineda;c. del Mar, 44;8397;937623292;508;Maresme - Vallès Oriental;21;Maresme;8163;Pineda de Mar;a8022811@xtec.cat
8022835;Escola Jaume I;c. Lluís Vives, 5-7;8397;937671868;508;Maresme - Vallès Oriental;21;Maresme;8163;Pineda de Mar;a8022835@xtec.cat
8022847;Escola Sants Abdó i Senén;c. Sants Abdó i Senen, 7;8733;938988289;1260;Penedès;3;Alt Penedès;8164;El Pla del Penedès;a8022847@xtec.cat
8022859;Escola Maria Borés;c. Josep Aguilera, s/n;8787;938086388;1260;Penedès;6;Anoia;8165;La Pobla de Claramunt;a8022859@xtec.cat
8022860;Escola Lillet a Güell;ptge. la Salle, s/n;8696;938236225;1060;Catalunya Central;14;Berguedà;8166;La Pobla de Lillet;a8022860@xtec.cat
8022884;Escola Joan Maragall;c. Juan Maragall, 40;8820;934793791;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8022884@xtec.cat
8022902;Escola del Parc;c. Parc Fondo d'en Peixo, 3;8820;933791868;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8022902@xtec.cat
8022914;Escola Jaume Balmes;c. Riu Ebre, 20-30;8820;933792385;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8022914@xtec.cat
8022926;CEE Can Rigol;c. Ribes de Freser, 18-20;8820;933708509;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8022926@xtec.cat
8022938;Escola Jacint Verdaguer;c. Francesc Balcells, 1-3;8820;933792392;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8022938@xtec.cat
8022987;La Seda de Barcelona;pl. Pintor Grau i Sala, 5;8820;933790259;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8022987@xtec.cat
8023013;Mare de Déu del Carme;c. Dr. Robert, 5-7/c. Jaume Casanovas,60;8820;933790665;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8023013@xtec.cat
8023050;Nuestra Señora del Mar-García Lorca;c. Sant Pere, 5;8820;933791856;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8023050@xtec.cat
8023131;Institut Baldiri Guilera;c. Mestre Vigo Garreta, 1;8820;933791895;308;Baix Llobregat;11;Baix Llobregat;8169;El Prat de Llobregat;a8023131@xtec.cat
8023141;Escola Mare de Déu del Portal - ZER Vent d'Avall;c. Del Mur, s/n;8281;938698901;1060;Catalunya Central;6;Anoia;8170;Els Prats de Rei;a8023141@xtec.cat
8023189;FEDAC-Prats;c. Escoles, 2;8513;938560229;1060;Catalunya Central;24;Osona;8171;Prats de Lluçanès;a8023189@xtec.cat
8023207;Escola Lluçanès;c. Mateu Garreta, 11;8513;937060021;1060;Catalunya Central;24;Osona;8171;Prats de Lluçanès;a8023207@xtec.cat
8023232;Escola Sant Cristòfol;c. de la Mare de Déu de Núria, 61-71;8330;937522568;508;Maresme - Vallès Oriental;21;Maresme;8172;Premià de Mar;a8023232@xtec.cat
8023244;Assís;c. de la Plaça, 35-41;8330;937524171;508;Maresme - Vallès Oriental;21;Maresme;8172;Premià de Mar;a8023244@xtec.cat
8023256;La Salle;c. Abat Oliba, 17/Enric Borràs, 48;8330;937524220;508;Maresme - Vallès Oriental;21;Maresme;8172;Premià de Mar;a8023256@xtec.cat
8023281;LLI privada Piscis;p. Romà Piera Arcal, 8, locals 12,13,15;8330;937521150;508;Maresme - Vallès Oriental;21;Maresme;8172;Premià de Mar;a8023281@xtec.cat
8023323;El Pilar;c. Verge del Pilar, 34-38;8330;937522695;508;Maresme - Vallès Oriental;21;Maresme;8172;Premià de Mar;a8023323@xtec.cat
8023335;Escola Montserrat;av. Gaudí, 30;8330;937521520;508;Maresme - Vallès Oriental;21;Maresme;8172;Premià de Mar;a8023335@xtec.cat
8023359;Escola Virolai - ZER Cep de Sis;av. Catalunya;8739;938988535;1260;Penedès;3;Alt Penedès;8174;Puigdàlber;a8023359@xtec.cat
8023372;Escola Alfred Mata;c. Pau Casals, 4;8692;938380296;1060;Catalunya Central;14;Berguedà;8175;Puig-reig;a8023372@xtec.cat
8023384;Sant Martí;av. d'Anselm Coll, 10-12;8692;938380141;1060;Catalunya Central;14;Berguedà;8175;Puig-reig;a8023384@xtec.cat
8023426;Escola Gassó i Vidal;c. Rocabruna, 1;8291;936920725;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023426@xtec.cat
8023463;FEDAC-Ripollet;c. Isabel la Catòlica, 20;8291;935809566;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023463@xtec.cat
8023475;Sant Gabriel;c. Nord, 32;8291;935809898;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023475@xtec.cat
8023487;San Juan de la Cruz;c. Sant Josep, 27;8291;935809958;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023487@xtec.cat
8023542;Escola Tiana de la Riba;c. Mare de Déu de Montserrat, s/n;8291;936924094;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023542@xtec.cat
8023554;Escola Josep Maria Ginesta;c. Final de Sant Josep, s/n;8291;936922791;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023554@xtec.cat
8023566;Escola Anselm Clavé;c. Escoles, s/n;8291;936920864;408;Vallès Occidental;40;Vallès Occident;8180;Ripollet;a8023566@xtec.cat
8023591;Escola Pilar Mestres-Jaume Torrens;c. de Goya, 7;8430;938422752;508;Maresme - Vallès Oriental;41;Vallès Oriental;8181;La Roca del Vallès;a8023591@xtec.cat
8023669;Escola Mare de Déu del Sòl del Pont;c. Escoles, s/n;8510;938540955;1060;Catalunya Central;24;Osona;8183;Roda de Ter;a8023669@xtec.cat
8023712;Politécnico;camí Ca n'Oriol, s/n;8191;936990899;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023712@xtec.cat
8023724;Maristes Rubí;c. Magallanes, 65;8191;936991291;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023724@xtec.cat
8023751;Ribas;c. Lluís Ribas, 2-4;8191;936991218;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023751@xtec.cat
8023761;Mare de Déu de Montserrat;c. Cervantes, 77;8191;935888071;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023761@xtec.cat
8023797;Balmes;c. Xile, 5;8191;936997803;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023797@xtec.cat
8023803;Regina Carmeli;c. Sant Sebastià, 34;8191;936990353;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023803@xtec.cat
8023852;Escola Joan Maragall;ctra. Ullastrell, s/n;8191;936993858;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8023852@xtec.cat
8023888;Jesús Salvador;c. Àngel Guimerà, 10-18;8201;937255680;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023888@xtec.cat
8023918;Escola Concòrdia;c. Lusitania, 115;8206;937162751;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023918@xtec.cat
8023921;Escola Espronceda;c. Drapaires, 6;8204;937101388;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023921@xtec.cat
8023931;Escola Enric Casassas;c. Llobet, 77;8202;937263395;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023931@xtec.cat
8023943;Escola Gaudí;c. Ordesa, 14-16;8207;937164848;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023943@xtec.cat
8023955;Escola Cifuentes;c. Finlàndia, s/n;8205;937220162;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023955@xtec.cat
8023979;Escola Joan Montllor;pl. de Karl Marx, s/n;8202;937275828;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023979@xtec.cat
8023980;Escola Juan Ramón Jiménez;av. Polinyà, 2 A;8202;937253327;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8023980@xtec.cat
8024005;Escola Joan Maragall;ptge. les Escoles, 2;8208;937163260;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024005@xtec.cat
8024017;Escola Miquel Carreras;c. Balaguer, 46;8207;937162907;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024017@xtec.cat
8024030;Escola Samuntada;c. Francesc Izard, s/n;8208;937167428;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024030@xtec.cat
8024042;Escola La Romànica;rda. de Santa Maria, 95;8204;937105694;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024042@xtec.cat
8024066;Escola Tarlatana;c. Florit, 32-36;8208;937162792;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024066@xtec.cat
8024169;Sant Nicolau;c. Jardí, 72-74;8202;937274123;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024169@xtec.cat
8024182;Sagrada Família;c. Indústria, 9;8202;937253144;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024182@xtec.cat
8024248;Vedruna Immaculada Sabadell;pg. del Dos de Maig, s/n;8204;937123442;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024248@xtec.cat
8024297;Escola Pia de Sabadell;c. Escola Pia, 92;8201;937484430;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024297@xtec.cat
8024303;Jaume Viladoms Centre Educatiu;c. Pare Rodamilans, 98-104;8202;937480015;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024303@xtec.cat
8024339;Vedruna El Carme Sabadell;c. Garcilaso, 36;8201;937251364;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024339@xtec.cat
8024340;Salesians Sabadell;pg. Gaudí, 2;8203;937257799;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024340@xtec.cat
8024406;Estel;c. Campmany, 33;8201;937256559;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024406@xtec.cat
8024421;Mare de Déu de la Salut;c. Latorre, 70;8201;937270006;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024421@xtec.cat
8024455;Bertran;c. Francesc Layret, 24;8208;937164760;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024455@xtec.cat
8024467;Taulé Vi¦as;Via Massagué 85;8201;937252158;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024467@xtec.cat
8024510;Serra;c. Pérez Moya, 25-29-31;8204;937102497;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024510@xtec.cat
8024546;Sant Francesc;c. Pizarro, 18;8204;937104008;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024546@xtec.cat
8024595;Claret;c. Sallarés i Pla, 10;8202;937276940;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024595@xtec.cat
8024613;Escolàpies Sabadell;c. Sant Josep, 21;8202;937255348;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024613@xtec.cat
8024650;Ramar;c. Vázquez de Mella, 3-5;8204;937106548;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024650@xtec.cat
8024686;Mare del Diví Pastor;c. Sol, 157-161;8201;937256197;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024686@xtec.cat
8024728;Servator;c. Ribot i Serra, 220-224;8208;937240500;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024728@xtec.cat
8024731;La Vall;ctra.Sabadell a Bellaterra, km. 4.600;8198;935803737;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024731@xtec.cat
8024741;Institut Escola Industrial;c. Calderón, 56;8201;937258744;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024741@xtec.cat
8024765;Institut Arraona;c. Praga, 43;8207;930107884;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024765@xtec.cat
8024777;Institut Egara;c. América, 55(Can Parellada);8228;937361670;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8024777@xtec.cat
8024789;CEE Francesc Bellapart;c. La Palma, 14-18;8205;937451336;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024789@xtec.cat
8024790;Escola Roureda;c. Rialp, 1;8207;937160089;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024790@xtec.cat
8024807;Escola Agnès Armengol;Av. Can Bordoll, 92-94;8202;937257931;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024807@xtec.cat
8024819;Escola Calvet d'Estrella;c. Puigmal, 3;8207;937161314;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024819@xtec.cat
8024820;Escola Pau Casals;c. Atlanta, 31;8206;937165146;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024820@xtec.cat
8024832;Escola Floresta;c. Pins, 1;8207;937168351;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024832@xtec.cat
8024844;Escola Torreguitart;c. Vallirana, 14;8207;937233917;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024844@xtec.cat
8024856;Escola Font Rosella;c. Muntaner, 13-21;8206;937169173;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024856@xtec.cat
8024871;Institut Pau Vila;c. Viladomat, 118;8205;937104112;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024871@xtec.cat
8024881;Institut Ferran Casablancas;c. Mare de les Aigües, 2;8206;937233850;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024881@xtec.cat
8024893;Institut Castellarnau;Carretera N-150, Km. 15;8206;937269422;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8024893@xtec.cat
8024972;Escola Torres Amat;pg. 1 d'octubre de 2017, 3;8650;938370544;1060;Catalunya Central;7;Bages;8191;Sallent;a8024972@xtec.cat
8024984;Vedruna Sallent;c. Santa Joaquima de Vedruna, 2;8650;938370520;1060;Catalunya Central;7;Bages;8191;Sallent;a8024984@xtec.cat
8025058;Escola Riu d'Or;c. les Verges, 15;8251;938321763;1060;Catalunya Central;7;Bages;8192;Santpedor;a8025058@xtec.cat
8025061;Llissach;c. Fira, 26;8251;938320157;1060;Catalunya Central;7;Bages;8192;Santpedor;a8025061@xtec.cat
8025071;Escola Dones d'Aigua;c. Marta Mata, 1;8359;937946843;508;Maresme - Vallès Oriental;21;Maresme;8193;Sant Iscle de Vallalta;a8025071@xtec.cat
8025083;Escola Pompeu Fabra;c. Santa Caterina cant. Onze de setembre;8930;933811281;208;Barcelonès;13;Barcelonès;8194;Sant Adrià de Besòs;a8025083@xtec.cat
8025137;Túrbula;ctra. de Mataró, 26;8930;933815955;208;Barcelonès;13;Barcelonès;8194;Sant Adrià de Besòs;a8025137@xtec.cat
8025174;Sant Gabriel;c. Ricart, 8-14;8930;934620022;208;Barcelonès;13;Barcelonès;8194;Sant Adrià de Besòs;a8025174@xtec.cat
8025186;Amor de Déu;c. Sant Pere, 9-11;8930;934621108;208;Barcelonès;13;Barcelonès;8194;Sant Adrià de Besòs;a8025186@xtec.cat
8025228;Ntra. Sra. de la Esperanza;Via Trajana, 1;8930;934621813;208;Barcelonès;13;Barcelonès;8194;Sant Adrià de Besòs;a8025228@xtec.cat
8025241;Escola Joan Maragall;c. Catalunya, 37;8740;936829783;308;Baix Llobregat;11;Baix Llobregat;8196;Sant Andreu de la Barca;a8025241@xtec.cat
8025265;Escola Àngel Guimerà;av. Bonaventura Pedemonte, 2;8740;936530679;308;Baix Llobregat;11;Baix Llobregat;8196;Sant Andreu de la Barca;a8025265@xtec.cat
8025319;Escola Joan Casas;c. Ramon Berenguer IV, 21;8459;938452150;508;Maresme - Vallès Oriental;41;Vallès Oriental;8198;Sant Antoni de Vilamajor;a8025319@xtec.cat
8025320;Escola La Monjoia;c. Tres Creus, 2;8519;938889125;1060;Catalunya Central;24;Osona;8199;Sant Bartomeu del Grau;a8025320@xtec.cat
8025344;Escola Amat Verdú;c. Marcelino Menéndez y Pelayo, 2;8830;936400834;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025344@xtec.cat
8025459;Vedruna Sant Boi;c. Lluís Castells, 20;8830;936400318;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025459@xtec.cat
8025484;Joan Bardina;c. Pintor Fortuny, 16;8830;936400851;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025484@xtec.cat
8025496;Pedagògium Cos;c. Pintor Marià Fortuny, 75;8830;936401066;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025496@xtec.cat
8025526;Escola Ciutat Cooperativa;c. Ramon Llull, s/n;8830;936401286;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025526@xtec.cat
8025538;Molí Nou;c. Joan Maragall, 5-11;8830;936401834;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025538@xtec.cat
8025541;Mare de Déu dels Dolors;c. Salvador Allende, 6;8830;936401106;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025541@xtec.cat
8025551;Sant Josep;av. Can Carreras, 16-18;8830;936300530;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025551@xtec.cat
8025587;Escola Casablanca;pl. dels Gegants, 2;8830;936402915;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025587@xtec.cat
8025599;Escola Marianao;c. Xiprers, 15;8830;932449876;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025599@xtec.cat
8025605;Institut Camps Blancs;av. Aragó, 40;8830;936407312;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025605@xtec.cat
8025642;Escola Josep Maria Ciurana;c. Manuel de Falla, 2 (Ciutat Cooperati);8830;935542035;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025642@xtec.cat
8025654;Institut Joaquim Rubió i Ors;c. Pau Claris, 4;8830;936401666;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8025654@xtec.cat
8025666;Escola Aurora - ZER Alt Lluçanès;c. de Sant Roc/c.Sant Agusti de LLuçanès;8589;938578200;1060;Catalunya Central;24;Osona;8201;Sant Boi de Lluçanès;a8025666@xtec.cat
8025745;La Salle Sant Celoni;c. Campins, 59;8470;938670265;508;Maresme - Vallès Oriental;41;Vallès Oriental;8202;Sant Celoni;a8025745@xtec.cat
8025757;Pascual;c. Vallgorguina, 2;8470;938674376;508;Maresme - Vallès Oriental;41;Vallès Oriental;8202;Sant Celoni;a8025757@xtec.cat
8025769;Cor de Maria;av. Mare de Déu del Puig, 3;8470;938670398;508;Maresme - Vallès Oriental;41;Vallès Oriental;8202;Sant Celoni;a8025769@xtec.cat
8025812;Escola Sant Climent;pl. de l'1 d'Octubre, s/n;8849;936473696;308;Baix Llobregat;11;Baix Llobregat;8204;Sant Climent de Llobregat;a8025812@xtec.cat
8025824;Escola La Floresta;Camí Can Pagan, s/n;8190;935898677;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8025824@xtec.cat
8025885;La Farga;ctra. de Sant Cugat a El Papiol, 36-46;8195;935894464;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8025885@xtec.cat
8025927;Escola Pi d'en Xandri;c. Santa Teresa, 61;8190;935894201;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8025927@xtec.cat
8025988;Santa Isabel;rbla. Ribatallada, 12-14;8190;936740414;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8025988@xtec.cat
8026026;Escola Pins del Vallès;av. Vullpalleres, 51;8190;935897812;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8026026@xtec.cat
8026038;Pureza de María;c. Mercè Vilaret, 21;8190;936742250;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8026038@xtec.cat
8026041;Viaró;av. Alcalde Barnils, s/n;8190;935890589;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8026041@xtec.cat
8026075;El Pinar de Nuestra Señora;c. Canal de la Mànega, 3-5;8190;936741400;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8026075@xtec.cat
8026087;Escola Jaume Ferran i Clua;c. Brollador, 5;8197;935896662;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8026087@xtec.cat
8026099;Escola Les Vinyes;c. La Masia, s/n;8798;938970549;1260;Penedès;3;Alt Penedès;8206;Sant Cugat Sesgarrigues;a8026099@xtec.cat
8026117;Escola Vallmanya;c. Francesc Macià, 6;8461;938480144;508;Maresme - Vallès Oriental;41;Vallès Oriental;8207;Sant Esteve de Palautordera;a8026117@xtec.cat
8026130;Escola La Roureda;av. Montserrat, s/n;8635;937714852;308;Baix Llobregat;11;Baix Llobregat;8208;Sant Esteve Sesrovires;a8026130@xtec.cat
8026154;Escola Joaquim Abril;c. Escoles, s/n;8105;935793250;508;Maresme - Vallès Oriental;41;Vallès Oriental;8209;Sant Fost de Campsentelles;a8026154@xtec.cat
8026181;FEDAC-Sant Feliu;c. Baixa Padró, 12;8182;938661127;508;Maresme - Vallès Oriental;41;Vallès Oriental;8210;Sant Feliu de Codines;a8026181@xtec.cat
8026208;Escola Jaume Balmes;av. de les Escoles, s/n;8182;938662630;508;Maresme - Vallès Oriental;41;Vallès Oriental;8210;Sant Feliu de Codines;a8026208@xtec.cat
8026211;Escola Nadal;c. Eugeni d'Ors, 3A;8980;936855243;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026211@xtec.cat
8026221;Escola Falguera;c. Sant Josep, 97-101;8980;936661753;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026221@xtec.cat
8026245;Virgen de la Salud;pl. de Catalunya, 8;8980;936661869;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026245@xtec.cat
8026269;Bon Salvador;c. d'Armenteres, 15;8980;936661713;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026269@xtec.cat
8026282;Mestral;ctra. Sanson, 81;8980;936661428;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026282@xtec.cat
8026294;Mare de Déu de la Mercè;c. Mare de Déu de la Mercè, 16;8980;936661079;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026294@xtec.cat
8026373;Escola Josep Monmany Amat;c. Mas Lluí, 3;8980;936853046;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026373@xtec.cat
8026385;Escola Arquitecte Gaudí;ctra. Sanson, 10;8980;936664152;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026385@xtec.cat
8026397;Institut Olorda;c. Carles Buigas, s/n;8980;936661092;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8026397@xtec.cat
8026415;Escola Els Roures - ZER Gavarresa;c. Sant Roc, s/n;8279;938139007;1060;Catalunya Central;7;Bages;8212;Sant Feliu Sasserra;a8026415@xtec.cat
8026427;Paidos;av. Girona, 41-73;8272;938760271;1060;Catalunya Central;7;Bages;8213;Sant Fruitós de Bages;a8026427@xtec.cat
8026464;Escola Monsenyor Gibert;pl. Pau Casals, 1;8272;938760297;1060;Catalunya Central;7;Bages;8213;Sant Fruitós de Bages;a8026464@xtec.cat
8026476;Escola Francesc Macià;c. Pius XII, 26-28;8339;937539848;508;Maresme - Vallès Oriental;21;Maresme;8214;Vilassar de Dalt;a8026476@xtec.cat
8026491;La Immaculada;c. Mare Àngela Perera, 4;8339;937532958;508;Maresme - Vallès Oriental;21;Maresme;8214;Vilassar de Dalt;a8026491@xtec.cat
8026506;Sant Jordi;c. Sant Antoni, 32/c. Clapès;8339;937531203;508;Maresme - Vallès Oriental;21;Maresme;8214;Vilassar de Dalt;a8026506@xtec.cat
